filename,width,height,class,xmin,ymin,xmax,ymax
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,123,245,142,264
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,87,260,100,281
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,142,278,163,307
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,100,289,124,318
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Sehat,81,326,115,369
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,130,318,151,348
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,147,309,180,340
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,113,322,132,354
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,18,319,44,349
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,50,348,68,370
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,8,366,29,394
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,1,328,17,355
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,0,282,21,315
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Sehat,227,340,272,399
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Sehat,146,368,185,407
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,132,384,153,411
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Sehat,182,363,202,405
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Sehat,202,356,226,400
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Sehat,279,329,309,377
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,307,332,325,357
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,318,372,337,395
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,292,377,313,403
kubis-3_png.rf.fdae05a9b04f1a83cbdace1687b66f60.jpg,640,640,Tidak Sehat,268,378,293,405
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,12,8,64,68
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,14,61,76,122
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Tidak Sehat,38,233,53,249
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Tidak Sehat,35,213,52,230
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Tidak Sehat,48,184,70,210
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Tidak Sehat,72,168,97,206
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,22,132,71,182
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,73,112,117,164
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Tidak Sehat,59,217,105,278
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,67,274,112,324
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,111,203,151,252
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,114,266,161,316
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,217,164,252,207
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,164,189,204,228
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,159,244,184,285
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,177,226,217,271
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,202,211,235,260
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,230,207,263,259
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,264,144,297,190
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Tidak Sehat,268,94,291,128
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,234,100,275,141
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,188,119,234,172
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,166,126,193,175
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,132,131,176,185
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Tidak Sehat,110,99,148,150
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,178,71,213,126
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,212,66,239,116
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,230,56,262,100
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,249,44,290,85
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,48,11,86,55
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,79,44,122,97
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,113,26,167,87
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,157,316,196,359
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,192,305,220,360
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,262,275,295,327
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,266,330,298,361
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,223,282,264,332
kubis-2_png.rf.1aad573b6e8df9a7de96b3e53e5f8980.jpg,640,640,Sehat,186,9,224,55
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,134,164,184,219
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,190,145,234,200
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,232,117,272,166
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,81,122,121,174
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,272,115,295,155
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,294,108,313,137
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,343,75,363,127
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,353,69,388,119
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,401,42,434,99
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,422,30,454,83
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,490,2,529,51
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,525,133,557,179
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,466,123,487,160
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,474,157,503,207
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,88,281,129,321
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,124,42,169,96
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,160,38,192,89
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,182,20,217,79
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,120,106,156,148
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,147,94,190,134
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,193,66,231,123
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,184,70,230,123
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,271,43,296,77
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,243,55,277,97
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,217,62,257,108
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,42,566,96,619
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,42,536,70,576
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,66,524,99,570
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,50,465,90,524
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,223,181,258,225
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,59,249,99,307
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,93,215,142,274
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,71,326,121,381
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,100,320,134,367
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,173,289,213,356
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,130,212,173,261
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,133,261,179,311
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,133,307,171,373
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,211,17,241,61
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,236,9,265,48
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,254,2,286,41
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,288,25,322,68
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,347,13,363,44
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,235,562,260,605
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,260,564,287,596
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,112,533,159,585
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,108,503,138,544
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,87,470,114,517
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,66,425,105,470
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,95,418,125,455
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,109,455,139,498
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,129,450,158,487
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,153,435,183,481
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,135,500,168,537
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,151,479,189,528
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,115,400,148,448
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,139,387,172,438
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,171,374,191,423
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,186,363,220,413
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,217,348,243,410
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,237,350,281,388
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,177,415,213,470
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,206,414,227,454
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,225,406,251,453
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,248,390,278,436
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,270,380,300,412
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,453,389,474,423
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,173,472,208,510
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,202,465,229,494
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,193,511,221,557
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,206,499,241,551
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,232,483,267,527
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,218,449,258,487
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,250,428,280,477
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,256,469,292,516
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,282,459,307,512
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,270,422,308,474
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,319,405,353,448
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,293,411,335,460
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,350,421,392,487
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,303,451,344,508
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,576,344,596,371
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,540,351,572,383
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,555,245,587,287
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,551,211,572,248
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,618,497,640,532
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,621,614,640,640
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,592,562,606,594
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,606,560,632,588
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,562,568,587,598
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,286,0,313,29
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,309,87,345,133
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,245,165,283,207
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,279,157,306,202
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,295,144,326,188
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,184,245,220,297
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,201,224,245,280
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,223,279,251,328
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,246,272,275,318
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,236,230,265,276
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,253,214,287,259
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,272,201,311,243
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,267,256,303,308
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,294,241,326,291
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,317,224,357,277
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,484,100,517,151
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,274,313,315,367
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,310,306,336,356
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,328,297,357,357
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,363,291,386,335
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,298,375,316,399
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,311,361,347,409
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,344,353,367,378
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,416,366,435,393
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,388,364,423,412
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,378,277,411,328
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,426,260,467,300
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,509,43,550,92
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,445,10,492,87
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,475,274,511,325
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,461,235,499,276
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,495,219,528,270
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,518,213,552,258
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,538,263,561,301
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,555,298,588,332
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,497,306,533,369
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,506,361,548,394
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,536,309,565,358
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,509,262,540,305
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,311,130,354,183
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,341,124,387,169
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,329,183,357,232
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,305,185,334,232
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,392,112,422,150
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,377,58,418,108
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,414,92,446,142
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,372,164,399,210
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,352,175,382,216
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,364,210,396,263
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,385,204,414,247
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,405,186,437,239
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,394,146,431,188
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,425,132,453,175
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,443,122,471,164
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,433,177,466,228
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,490,143,540,192
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,362,323,397,381
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,393,330,418,363
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,414,310,445,359
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,434,299,476,344
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,427,343,476,393
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,359,377,394,427
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,381,418,411,461
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,406,411,434,460
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,428,394,457,444
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,559,21,583,62
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,588,14,610,50
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,565,63,605,104
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,599,54,621,91
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,585,103,611,149
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,602,86,637,135
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,606,7,635,46
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,621,45,640,85
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,607,218,632,265
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,623,257,640,292
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,162,597,195,640
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,139,604,166,640
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,188,592,217,631
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,210,583,243,626
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,291,550,307,583
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,304,527,331,574
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,335,517,360,573
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,347,510,381,553
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,377,509,404,542
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,400,478,432,531
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,426,485,452,523
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,445,456,486,519
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,304,572,349,617
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,263,594,306,640
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,358,554,391,602
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,383,550,423,589
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,412,533,445,573
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,428,521,458,560
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,375,595,411,635
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,410,573,439,615
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,428,568,464,605
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,456,561,490,601
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,482,545,516,592
